Date;StockPrice;Sentiment Score;EPS;Revenue;Expense
44951.375;242.04;-48;2.35;50122;28604
44951.4166666667;242.04;-72;2.35;50122;28604
44951.4583333333;242.04;21;2.35;50122;28604
44951.5;242.04;-24;2.35;50122;28604
44951.5416666667;242.04;-17;2.35;50122;28604
44951.5833333333;242.04;-12;2.35;50122;28604
44951.625;242.04;-19;2.35;50122;28604
44951.6666666667;231.36;-20;2.35;50122;28604
44951.7083333333;234.5172;8;2.35;50122;28604
44951.75;240.5;-13;2.35;50122;28604
44951.7916666667;239.31;-42;2.35;50122;28604
44951.8333333333;240.41;-6;2.35;50122;28604
44951.875;241.4;-29;2.35;50122;28604
44951.9166666667;240.61;-4;2.35;50122;28604
44951.9583333333;240.61;0;2.35;50122;28604
44952;240.61;0;2.35;50122;28604
44952.0416666667;240.61;0;2.35;50122;28604
44952.0833333333;240.61;0;2.35;50122;28604
44952.125;240.61;0;2.35;50122;28604
44952.1666666667;240.61;0;2.35;50122;28604
44952.2083333333;240.61;-3;2.35;50122;28604
44952.25;240.61;-3;2.35;50122;28604
44952.2916666667;240.61;-25;2.35;50122;28604
44952.3333333333;240.61;-25;2.35;50122;28604
44952.375;240.61;-3;2.35;50122;28604
44952.4166666667;240.61;-3;2.35;50122;28604
44952.4583333333;240.61;-5;2.35;50122;28604
44952.5;240.61;-5;2.35;50122;28604
44952.5416666667;240.61;2;2.35;50122;28604
44952.5833333333;240.61;2;2.35;50122;28604
44952.625;240.61;12;2.35;50122;28604
44952.6666666667;243.35;12;2.35;50122;28604
44952.7083333333;242.525;-1;2.35;50122;28604
44952.75;244.66;-1;2.35;50122;28604
44952.7916666667;244.29;3;2.35;50122;28604
44952.8333333333;244.71;-6;2.35;50122;28604
44952.875;246.1811;1;2.35;50122;28604
44952.9166666667;248;1;2.35;50122;28604
44952.9583333333;248;1;2.35;50122;28604
44953;248;1;2.35;50122;28604
44953.0416666667;248;1;2.35;50122;28604
44953.0833333333;248;1;2.35;50122;28604
44953.125;248;1;2.35;50122;28604
44953.1666666667;248;1;2.35;50122;28604
44953.2083333333;248;1;2.35;50122;28604
44953.25;248;1;2.35;50122;28604
44953.2916666667;248;1;2.35;50122;28604
44953.3333333333;248;1;2.35;50122;28604
44953.375;248;1;2.35;50122;28604
44953.4166666667;248;-2;2.35;50122;28604
44953.4583333333;248;7;2.35;50122;28604
44953.5;248;7;2.35;50122;28604
44953.5416666667;248;-13;2.35;50122;28604
44953.5833333333;248;-4;2.35;50122;28604
44953.625;248;-4;2.35;50122;28604
44953.6666666667;247.87;-4;2.35;50122;28604
44953.7083333333;247.49;-4;2.35;50122;28604
44953.75;248.38;-4;2.35;50122;28604
44953.7916666667;248.58;-4;2.35;50122;28604
44953.8333333333;248.47;-4;2.35;50122;28604
44953.875;248.63;-21;2.35;50122;28604
44953.9166666667;248.15;-21;2.35;50122;28604
44953.9583333333;248.15;-21;2.35;50122;28604
44954;248.15;-21;2.35;50122;28604
44954.0416666667;248.15;-21;2.35;50122;28604
44954.0833333333;248.15;-21;2.35;50122;28604
44954.125;248.15;-21;2.35;50122;28604
44954.1666666667;248.15;-21;2.35;50122;28604
44954.2083333333;248.15;-21;2.35;50122;28604
44954.25;248.15;-21;2.35;50122;28604
44954.2916666667;248.15;-21;2.35;50122;28604
44954.3333333333;248.15;-21;2.35;50122;28604
44954.375;248.15;-21;2.35;50122;28604
44954.4166666667;248.15;-21;2.35;50122;28604
44954.4583333333;248.15;-21;2.35;50122;28604
44954.5;248.15;-21;2.35;50122;28604
44954.5416666667;248.15;-21;2.35;50122;28604
44954.5833333333;248.15;-21;2.35;50122;28604
44954.625;248.15;-21;2.35;50122;28604
44954.6666666667;248.15;-21;2.35;50122;28604
44954.7083333333;248.15;-21;2.35;50122;28604
44954.75;248.15;-21;2.35;50122;28604
44954.7916666667;248.15;-21;2.35;50122;28604
44954.8333333333;248.15;-21;2.35;50122;28604
44954.875;248.15;-21;2.35;50122;28604
44954.9166666667;248.15;-21;2.35;50122;28604
44954.9583333333;248.15;-21;2.35;50122;28604
44955;248.15;-21;2.35;50122;28604
44955.0416666667;248.15;-21;2.35;50122;28604
44955.0833333333;248.15;-21;2.35;50122;28604
44955.125;248.15;-21;2.35;50122;28604
44955.1666666667;248.15;-21;2.35;50122;28604
44955.2083333333;248.15;-21;2.35;50122;28604
44955.25;248.15;-21;2.35;50122;28604
44955.2916666667;248.15;-21;2.35;50122;28604
44955.3333333333;248.15;-21;2.35;50122;28604
44955.375;248.15;-21;2.35;50122;28604
44955.4166666667;248.15;-21;2.35;50122;28604
44955.4583333333;248.15;-21;2.35;50122;28604
44955.5;248.15;-21;2.35;50122;28604
44955.5416666667;248.15;-21;2.35;50122;28604
44955.5833333333;248.15;-21;2.35;50122;28604
44955.625;248.15;-21;2.35;50122;28604
44955.6666666667;248.15;-21;2.35;50122;28604
44955.7083333333;248.15;-21;2.35;50122;28604
44955.75;248.15;-5;2.35;50122;28604
44955.7916666667;248.15;-5;2.35;50122;28604
44955.8333333333;248.15;-5;2.35;50122;28604
44955.875;248.15;-5;2.35;50122;28604
44955.9166666667;248.15;-5;2.35;50122;28604
44955.9583333333;248.15;-5;2.35;50122;28604
44956;248.15;-5;2.35;50122;28604
44956.0416666667;248.15;-5;2.35;50122;28604
44956.0833333333;248.15;-5;2.35;50122;28604
44956.125;248.15;-5;2.35;50122;28604
44956.1666666667;248.15;-5;2.35;50122;28604
44956.2083333333;248.15;-5;2.35;50122;28604
44956.25;248.15;-5;2.35;50122;28604
44956.2916666667;248.15;-5;2.35;50122;28604
44956.3333333333;248.15;4;2.35;50122;28604
44956.375;248.15;4;2.35;50122;28604
44956.4166666667;248.15;4;2.35;50122;28604
44956.4583333333;248.15;1;2.35;50122;28604
44956.5;248.15;1;2.35;50122;28604
44956.5416666667;248.15;-5;2.35;50122;28604
44956.5833333333;248.15;-5;2.35;50122;28604
44956.625;248.15;-5;2.35;50122;28604
44956.6666666667;244.86;-7;2.35;50122;28604
44956.7083333333;242.91;-7;2.35;50122;28604
44956.75;243.67;-7;2.35;50122;28604
44956.7916666667;242.81;-7;2.35;50122;28604
44956.8333333333;242.8899;-7;2.35;50122;28604
44956.875;242.615;0;2.35;50122;28604
44956.9166666667;242.76;0;2.35;50122;28604
44956.9583333333;242.76;0;2.35;50122;28604
44957;242.71;1;2.35;50122;28604
44957.0416666667;242.71;1;2.35;50122;28604
44957.0833333333;242.71;1;2.35;50122;28604
44957.125;242.71;1;2.35;50122;28604
44957.1666666667;242.71;1;2.35;50122;28604
44957.2083333333;242.71;-5;2.35;50122;28604
44957.25;242.71;-5;2.35;50122;28604
44957.2916666667;242.71;-5;2.35;50122;28604
44957.3333333333;242.71;-20;2.35;50122;28604
44957.375;242.71;-20;2.35;50122;28604
44957.4166666667;242.71;-2;2.35;50122;28604
44957.4583333333;242.71;3;2.35;50122;28604
44957.5;242.71;3;2.35;50122;28604
44957.5416666667;242.71;3;2.35;50122;28604
44957.5833333333;242.71;1;2.35;50122;28604
44957.625;242.71;1;2.35;50122;28604
44957.6666666667;243.99;-22;2.35;50122;28604
44957.7083333333;244.845;3;2.35;50122;28604
44957.75;245.91;3;2.35;50122;28604
44957.7916666667;246.2;3;2.35;50122;28604
44957.8333333333;246.72;-11;2.35;50122;28604
44957.875;246.62;2;2.35;50122;28604
44957.9166666667;247.84;2;2.35;50122;28604
44957.9583333333;247.84;2;2.35;50122;28604
